ABICode,ProductClass,Manufacturer,Model,Trim,FullDescription,EngineCapacity,EngineSize,StartYear,EndYear,NumberOfDoors,BodyShape,FuelType,Transmission,LiabilityCategory,LCVBody,GrossWeight,MaxValue,SecurityDeviceCategory,GreyImport,LiabilitySubCategory,Status,EffectiveDate,BodyStyle,EngineDescription,ShortDescription,SequenceNumber
80040047,BI,Aprilia,Sr 50,Moped,Aprilia             Sr 50                                    Moped                          49CC Petrol,49CC,49,1997,2016,0,Moped,Petrol,Manual,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Aprilia             Sr 50,0
80040048,BI,Aprilia,Classic 125,Custom,Aprilia             Classic 125                              Custom                         124CC Petrol,124CC,124,1997,1999,0,Custom,Petrol,Manual,0,,0,0,,N,,,NULL,Custom,124CC Petrol,Aprilia             Classic 125,0
80040049,BI,Aprilia,Rs 50,Sports,Aprilia             Rs 50                                    Sports                         50CC Petrol,50CC,50,1997,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,50CC Petrol,Aprilia             Rs 50,0
80040050,BI,Aprilia,Rs 125 Sport Pro,Sports,Aprilia             Rs 125 Sport Pro                         Sports                         124CC Petrol,124CC,124,1997,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Aprilia             Rs 125 Sport Pro,0
80040051,BI,Aprilia,Rsv 1000 Mille,Super Sports,Aprilia             Rsv 1000 Mille                           Super Sports                   997CC Petrol,997CC,997,1997,2016,0,Super Spor,Petrol,Manual,0,,0,0,,N,,,NULL,Super Sports,997CC Petrol,Aprilia             Rsv 1000 Mille,0
80040052,BI,Aprilia,Extrema AF1 50,Moped,Aprilia             Extrema AF1 50                           Moped                          49CC Petrol,49CC,49,1994,1995,0,Moped,Petrol,Manual,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Aprilia             Extrema AF1 50,0
80040053,BI,Aprilia,Sr 50 Lc Stealth,Scooter,Aprilia             Sr 50 Lc Stealth                         Scooter                        49CC Petrol,49CC,49,1997,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Sr 50 Lc Stealth,0
80040054,BI,Aprilia,Sonic AC,Scooter,Aprilia             Sonic AC                                 Scooter                        49CC Petrol,49CC,49,1998,2000,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Sonic AC,0
80040055,BI,Aprilia,Sonic Gp,Scooter,Aprilia             Sonic Gp                                 Scooter                        49CC Petrol,49CC,49,1998,2005,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Sonic Gp,0
80040056,BI,Aprilia,Sr 50 Loris Capirossi,Scooter,Aprilia             Sr 50 Loris Capirossi                    Scooter                        49CC Petrol,49CC,49,1997,2001,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Sr 50 Loris Capirossi,0
80040057,BI,Aprilia,Sr 50 Valentino Rossi,Scooter,Aprilia             Sr 50 Valentino Rossi                    Scooter                        49CC Petrol,49CC,49,1997,2001,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Sr 50 Valentino Rossi,0
80040058,BI,Aprilia,Rs 125 Harada,Sports,Aprilia             Rs 125 Harada                            Sports                         124CC Petrol,124CC,124,1998,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Aprilia             Rs 125 Harada,0
80040059,BI,Aprilia,Sr 50 Tetsuya Harada,Scooter,Aprilia             Sr 50 Tetsuya Harada                     Scooter                        49CC Petrol,49CC,49,1998,2001,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Sr 50 Tetsuya Harada,0
80040060,BI,Aprilia,Motoscooter,Scooter/commuter,Aprilia             Motoscooter                              Scooter/commuter               49CC Petrol,49CC,49,1998,2016,0,Scooter/co,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter/commute,49CC Petrol,Aprilia             Motoscooter,0
80040061,BI,Aprilia,Etx 125,On/off Road,Aprilia             Etx 125                                  On/off Road                    125CC Petrol,125CC,125,1998,2001,0,On/off Roa,Petrol,Manual,0,,0,0,,N,,,NULL,On/off Road,125CC Petrol,Aprilia             Etx 125,0
80040062,BI,Aprilia,Area 51,Scooter,Aprilia             Area 51                                  Scooter                        49CC Petrol,49CC,49,1998,2003,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Area 51,0
80040063,BI,Aprilia,Leonardo 150,Scooter,Aprilia             Leonardo 150                             Scooter                        150CC Petrol,150CC,150,1998,2001,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,150CC Petrol,Aprilia             Leonardo 150,0
80040064,BI,Aprilia,Sr 50 Lc Racing,Scooter/commuter,Aprilia             Sr 50 Lc Racing                          Scooter/commuter               49CC Petrol,49CC,49,1998,2016,0,Scooter/co,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter/commute,49CC Petrol,Aprilia             Sr 50 Lc Racing,0
80040065,BI,Aprilia,Habana Retro,Scooter,Aprilia             Habana Retro                             Scooter                        49CC Petrol,49CC,49,1999,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Habana Retro,0
80040066,BI,Aprilia,Habana Custom,Scooter,Aprilia             Habana Custom                            Scooter                        49CC Petrol,49CC,49,1999,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Habana Custom,0
80040067,BI,Aprilia,Habana Retro,Unknown,Aprilia             Habana Retro                             Unknown                        124CC Petrol,124CC,124,1999,2016,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,124CC Petrol,Aprilia             Habana Retro,0
80040068,BI,Aprilia,Leonardo 250,Scooter,Aprilia             Leonardo 250                             Scooter                        249CC Petrol,249CC,249,1999,2003,0,Scooter,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter,249CC Petrol,Aprilia             Leonardo 250,0
80040069,BI,Aprilia,Scarabeo,Scooter,Aprilia             Scarabeo                                 Scooter                        125CC Petrol,125CC,125,1999,2004,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,125CC Petrol,Aprilia             Scarabeo,0
80040070,BI,Aprilia,Sr 125,Scooter,Aprilia             Sr 125                                   Scooter                        125CC Petrol,125CC,125,1999,2016,0,Scooter,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter,125CC Petrol,Aprilia             Sr 125,0
80040071,BI,Aprilia,Sr 125 Racing,Scooter,Aprilia             Sr 125 Racing                            Scooter                        125CC Petrol,125CC,125,1991,2001,0,Scooter,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter,125CC Petrol,Aprilia             Sr 125 Racing,0
80040072,BI,Aprilia,Slv 1000 Shiver,On/off Road,Aprilia             Slv 1000 Shiver                          On/off Road                    998CC Petrol,998CC,998,1999,2016,0,On/off Roa,Petrol,Manual,0,,0,0,,N,,,NULL,On/off Road,998CC Petrol,Aprilia             Slv 1000 Shiver,0
80040073,BI,Aprilia,Rsv 1000 Mille Sp,Super Sports,Aprilia             Rsv 1000 Mille Sp                        Super Sports                   996CC Petrol,996CC,996,1999,2016,0,Super Spor,Petrol,Manual,0,,0,0,,N,,,NULL,Super Sports,996CC Petrol,Aprilia             Rsv 1000 Mille Sp,0
80040074,BI,Aprilia,Rsv 1000 Mille R,Super Sports,Aprilia             Rsv 1000 Mille R                         Super Sports                   996CC Petrol,996CC,996,1999,2016,0,Super Spor,Petrol,Manual,0,,0,0,,N,,,NULL,Super Sports,996CC Petrol,Aprilia             Rsv 1000 Mille R,0
80040075,BI,Aprilia,Sl 1000 Falco,Super Sports,Aprilia             Sl 1000 Falco                            Super Sports                   998CC Petrol,998CC,998,1999,2005,0,Super Spor,Petrol,Manual,0,,0,0,,N,,,NULL,Super Sports,998CC Petrol,Aprilia             Sl 1000 Falco,0
80040076,BI,Aprilia,Sr Stealth,Scooter,Aprilia             Sr Stealth                               Scooter                        125CC Petrol,125CC,125,1999,2016,0,Scooter,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter,125CC Petrol,Aprilia             Sr Stealth,0
80040078,BI,Aprilia,Habana Custom 125,Unknown,Aprilia             Habana Custom 125                        Unknown                        124CC Petrol,124CC,124,1999,2016,0,Unknown,Petrol,Manual,0,,0,0,,N,,,NULL,Unknown,124CC Petrol,Aprilia             Habana Custom 125,0
80040079,BI,Aprilia,Tuareg Rally 125 (grey),Dual-purpose,Aprilia             Tuareg Rally 125 (grey)                  Dual-purpose                   125CC Petrol,125CC,125,1992,2016,0,Dual-purpo,Petrol,Manual,0,,0,0,,N,,,NULL,Dual-purpose,125CC Petrol,Aprilia             Tuareg Rally 125 (grey),0
80040080,BI,Aprilia,Tuareg Rally 50 (grey),Trail,Aprilia             Tuareg Rally 50 (grey)                   Trail                          49CC Petrol,49CC,49,1992,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,49CC Petrol,Aprilia             Tuareg Rally 50 (grey),0
80040081,BI,Aprilia,Stv 1000,Super Sports,Aprilia             Stv 1000                                 Super Sports                   1000CC Petrol,1000CC,1000,2000,2016,0,Super Spor,Petrol,Manual,0,,0,0,,N,,,NULL,Super Sports,1000CC Petrol,Aprilia             Stv 1000,0
80040082,BI,Aprilia,Scarabeo 100,Scooter,Aprilia             Scarabeo 100                             Scooter                        100CC Petrol,100CC,100,2000,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,100CC Petrol,Aprilia             Scarabeo 100,0
80040083,BI,Aprilia,Sr 50 Www,Scooter,Aprilia             Sr 50 Www                                Scooter                        49CC Petrol,49CC,49,2000,2002,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Sr 50 Www,0
80040084,BI,Aprilia,Scarabeo 125 Gt,Scooter,Aprilia             Scarabeo 125 Gt                          Scooter                        125CC Petrol,125CC,125,2000,2004,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,125CC Petrol,Aprilia             Scarabeo 125 Gt,0
80040085,BI,Aprilia,Rs 125 Racing Replica (grey),Sports,Aprilia             Rs 125 Racing Replica (grey)             Sports                         124CC Petrol,124CC,124,2000,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Aprilia             Rs 125 Racing Replica (grey),0
80040086,BI,Aprilia,Sr 50 Ditech,Scooter,Aprilia             Sr 50 Ditech                             Scooter                        49CC Petrol,49CC,49,2000,2005,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Sr 50 Ditech,0
80040087,BI,Aprilia,Pegaso 650 Ie,Dual-purpose,Aprilia             Pegaso 650 Ie                            Dual-purpose                   652CC Petrol,652CC,652,2000,2016,0,Dual-purpo,Petrol,Manual,0,,0,0,,N,,,NULL,Dual-purpose,652CC Petrol,Aprilia             Pegaso 650 Ie,0
80040088,BI,Aprilia,Rst 1000 Futura,Sports/tourer,Aprilia             Rst 1000 Futura                          Sports/tourer                  997CC Petrol,997CC,997,2000,2004,0,Sports/tou,Petrol,Manual,0,,0,0,,N,,,NULL,Sports/tourer,997CC Petrol,Aprilia             Rst 1000 Futura,0
80040089,BI,Aprilia,Rs 125,Sports,Aprilia             Rs 125                                   Sports                         124CC Petrol,124CC,124,1997,2016,0,Sports,Petrol,Manual,0,,0,0,,N,,,NULL,Sports,124CC Petrol,Aprilia             Rs 125,0
80040090,BI,Aprilia,Etv 1000 Capo Nord,Dual-purpose,Aprilia             Etv 1000 Capo Nord                       Dual-purpose                   996CC Petrol,996CC,996,2001,2016,0,Dual-purpo,Petrol,Manual,0,,0,0,,N,,,NULL,Dual-purpose,996CC Petrol,Aprilia             Etv 1000 Capo Nord,0
80040091,BI,Aprilia,Classic 50,Commuter,Aprilia             Classic 50                               Commuter                       49CC Petrol,49CC,49,2001,2016,0,Commuter,Petrol,Manual,0,,0,0,,N,,,NULL,Commuter,49CC Petrol,Aprilia             Classic 50,0
80040092,BI,Aprilia,Atlantic 500,Scooter,Aprilia             Atlantic 500                             Scooter                        460CC Petrol,460CC,460,2002,2007,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,460CC Petrol,Aprilia             Atlantic 500,0
80040093,BI,Aprilia,Rsv Mille R Touno,Super Sports,Aprilia             Rsv Mille R Touno                        Super Sports                   997CC Petrol,997CC,997,2001,2001,0,Super Spor,Petrol,Manual,0,,0,0,,N,,,NULL,Super Sports,997CC Petrol,Aprilia             Rsv Mille R Touno,0
80040094,BI,Aprilia,Mojito,Scooter,Aprilia             Mojito                                   Scooter                        49CC Petrol,49CC,49,2002,2016,0,Scooter,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Mojito,0
80040095,BI,Aprilia,Mojito Custom,Scooter,Aprilia             Mojito Custom                            Scooter                        49CC Petrol,49CC,49,2002,2016,0,Scooter,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Mojito Custom,0
80040096,BI,Aprilia,Scarabeo 50,Scooter/commuter,Aprilia             Scarabeo 50                              Scooter/commuter               49CC Petrol,49CC,49,1999,2016,0,Scooter/co,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter/commute,49CC Petrol,Aprilia             Scarabeo 50,0
80040097,BI,Aprilia,Atlantic 125,Scooter,Aprilia             Atlantic 125                             Scooter                        124CC Petrol,124CC,124,2003,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,124CC Petrol,Aprilia             Atlantic 125,0
80040098,BI,Aprilia,Rsv 1000R Nera,Super Sports,Aprilia             Rsv 1000R Nera                           Super Sports                   998CC Petrol,998CC,998,2003,2016,0,Super Spor,Petrol,Manual,0,,0,0,,N,,,NULL,Super Sports,998CC Petrol,Aprilia             Rsv 1000R Nera,0
80040099,BI,Aprilia,Rsv 1000R Factory,Super Sports,Aprilia             Rsv 1000R Factory                        Super Sports                   998CC Petrol,998CC,998,2003,2016,0,Super Spor,Petrol,Manual,0,,0,0,,N,,,NULL,Super Sports,998CC Petrol,Aprilia             Rsv 1000R Factory,0
80040100,BI,Aprilia,Rsv Mille Tuono,Super Sports,Aprilia             Rsv Mille Tuono                          Super Sports                   997CC Petrol,997CC,997,2003,2016,0,Super Spor,Petrol,Manual,0,,0,0,,N,,,NULL,Super Sports,997CC Petrol,Aprilia             Rsv Mille Tuono,0
80040101,BI,Aprilia,Sr 50 Drummaster,Moped,Aprilia             Sr 50 Drummaster                         Moped                          49CC Petrol,49CC,49,2003,2016,0,Moped,Petrol,Automatic,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Aprilia             Sr 50 Drummaster,0
80040102,BI,Aprilia,Mx 50,Trail,Aprilia             Mx 50                                    Trail                          49CC Petrol,49CC,49,2002,2005,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,49CC Petrol,Aprilia             Mx 50,0
80040103,BI,Aprilia,Mx 125,Trail,Aprilia             Mx 125                                   Trail                          124CC Petrol,124CC,124,2003,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,124CC Petrol,Aprilia             Mx 125,0
80040104,BI,Aprilia,Leonardo 300,Scooter,Aprilia             Leonardo 300                             Scooter                        300CC Petrol,300CC,300,2004,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,300CC Petrol,Aprilia             Leonardo 300,0
80040105,BI,Aprilia,Sr 50 Dd Race,Scooter,Aprilia             Sr 50 Dd Race                            Scooter                        49CC Petrol,49CC,49,2004,2005,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,49CC Petrol,Aprilia             Sr 50 Dd Race,0
80040106,BI,Aprilia,Sr 50 Dm,Moped,Aprilia             Sr 50 Dm                                 Moped                          49CC Petrol,49CC,49,2004,2016,0,Moped,Petrol,Automatic,0,,0,0,,N,,,NULL,Moped,49CC Petrol,Aprilia             Sr 50 Dm,0
80040107,BI,Aprilia,Rx 50 Sm,Trail,Aprilia             Rx 50 Sm                                 Trail                          49CC Petrol,49CC,49,2004,2016,0,Trail,Petrol,Manual,0,,0,0,,N,,,NULL,Trail,49CC Petrol,Aprilia             Rx 50 Sm,0
80040108,BI,Aprilia,Mojito 125 Custom,Scooter,Aprilia             Mojito 125 Custom                        Scooter                        125CC Petrol,125CC,125,2004,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,125CC Petrol,Aprilia             Mojito 125 Custom,0
80040109,BI,Aprilia,Mojito 125 Retro,Scooter,Aprilia             Mojito 125 Retro                         Scooter                        124CC Petrol,124CC,124,2004,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,124CC Petrol,Aprilia             Mojito 125 Retro,0
80040110,BI,Aprilia,Rsv Tuono Factory,Roadster,Aprilia             Rsv Tuono Factory                        Roadster                       997CC Petrol,997CC,997,2004,2016,0,Roadster,Petrol,Manual,0,,0,0,,N,,,NULL,Roadster,997CC Petrol,Aprilia             Rsv Tuono Factory,0
80040111,BI,Aprilia,Sportcity 125,Scooter,Aprilia             Sportcity 125                            Scooter                        125CC Petrol,125CC,125,2004,2016,0,Scooter,Petrol,Automatic,0,,0,0,,N,,,NULL,Scooter,125CC Petrol,Aprilia             Sportcity 125,0
80040112,BI,Aprilia,Sportcity 200,Scooter,Aprilia             Sportcity 200                            Scooter                        200CC Petrol,200CC,200,2004,2016,0,Scooter,Petrol,Manual,0,,0,0,,N,,,NULL,Scooter,200CC Petrol,Aprilia             Sportcity 200,0
